,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
E013  Ghousia Engineering College  Ramanagara,ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135244,--,--,--,--,--,--,--,--
E013  Ghousia Engineering College  Ramanagara,RI Robotics and AI,--,--,--,119737,--,--,--,--,--,106820,--,112816,--,--,--,101377,--,101488,119851,--,--,--,--,--
E014  S J C Institute of Technology  Chickballapur,"AD ArtificialIntel, Data Sc",48304,--,--,37177,--,42017,47906,--,77840,34877,61295,46950,42207,--,--,33747,43146,37274,67381,--,114992,89079,--,--
E014  S J C Institute of Technology  Chickballapur,AE Aeronaut.Engg,44763,121981,109379,52033,--,67842,51533,--,--,46808,--,64147,51902,85614,--,41931,53481,46680,62181,--,64734,48033,--,--
E014  S J C Institute of Technology  Chickballapur,"CA CS (AI, MachineLearning)",37983,106424,--,37847,--,41395,34733,128768,75421,32852,--,--,42335,--,--,30537,55320,38288,72941,131958,85330,92981,--,84380
E014  S J C Institute of Technology  Chickballapur,CD Computer Sc.and Design,61635,--,--,65574,--,81304,75868,95680,--,54484,--,71920,62928,114760,--,50134,89939,60014,104748,--,109629,102957,--,--
E014  S J C Institute of Technology  Chickballapur,CE Civil,125344,--,--,133533,--,148381,131029,--,--,117924,189274,--,120369,--,--,116427,162357,134544,147172,--,174235,177279,--,--
E014  S J C Institute of Technology  Chickballapur,CK Civil Engg(Kannada),--,--,--,176855,--,--,--,--,--,189914,--,--,--,--,--,155384,--,230140,187666,--,--,--,--,--
E014  S J C Institute of Technology  Chickballapur,CS Computers,26449,--,41652,27319,33741,27572,30049,--,41068,23651,--,--,28852,--,32244,22526,28506,25245,57825,62277,61836,30308,--,42008
E014  S J C Institute of Technology  Chickballapur,EC Electronics,50810,--,73993,55932,77361,65840,57643,--,76888,46989,85312,59488,54224,--,61755,44874,67109,50579,105195,116392,108786,60035,--,67408
E014  S J C Institute of Technology  Chickballapur,IE Info.Science,36477,--,--,37480,--,39856,33605,--,45528,32191,62901,39723,33215,--,41775,32149,38447,35808,74724,100735,76375,37999,223355,124337
E014  S J C Institute of Technology  Chickballapur,ME Mechanical,--,--,--,113659,--,--,154491,--,--,--,--,123916,109278,--,--,97072,121772,117382,128881,--,--,142317,--,--
E014  S J C Institute of Technology  Chickballapur,SE Aero SpaceEngg.,84957,--,107478,51381,--,89065,45618,--,--,47724,--,77375,55529,107064,--,42826,--,51002,53915,112985,78970,43649,--,--
E015  Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,"CA CS (AI, MachineLearning)",105015,--,--,75744,--,108004,78793,--,--,77254,--,--,71510,--,96716,64800,83930,71893,81828,195576,222775,151314,--,--
E015  Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,CE Civil,--,--,--,165686,--,--,--,--,--,--,--,--,156789,--,--,153477,--,171690,173130,--,--,--,--,--
E015  Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,CS Computers,46919,--,115374,53909,73305,54582,47484,--,53956,50086,--,106364,49270,--,70483,44717,46920,47271,65606,79110,93492,59243,151949,124969
E015  Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,EC Electronics,84861,111770,109565,90413,--,95747,87899,--,128456,85097,--,94181,83351,116838,133270,79640,88998,81713,90432,--,165545,86370,--,--
E015  Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,EE Electrical,--,--,172297,104713,152557,--,153819,--,174190,111701,--,127722,106966,--,125789,93357,--,94773,113169,--,--,139981,--,--
E015  Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,ME Mechanical,195534,--,--,166112,--,--,159883,--,--,176976,--,--,174693,--,--,155159,165166,168358,170343,--,--,225131,--,263260
E015  Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,MI MiningEngineering,--,--,--,164413,--,--,--,--,--,--,--,179024,--,--,--,125847,176575,173659,208696,--,--,194222,--,--
E016  Siddaganga Institute of Technology  Tumkur,"AD ArtificialIntel, Data Sc",12037,--,19096,10753,--,17133,14183,--,--,6923,--,13253,6901,18983,--,5880,12877,11028,32495,--,49216,34460,--,--
E016  Siddaganga Institute of Technology  Tumkur,BT Bio Technology,66411,195614,--,21491,--,--,77445,--,162683,37268,--,--,33975,64666,--,16348,56589,26979,44017,85733,--,23969,--,109700
E016  Siddaganga Institute of Technology  Tumkur,"CA CS (AI, MachineLearning)",12835,--,16250,9580,--,--,13336,--,33168,9093,--,--,8498,--,--,8392,15044,8589,30445,59382,54857,19859,--,--
E016  Siddaganga Institute of Technology  Tumkur,CE Civil,42386,--,--,45262,180675,105169,31669,--,--,31100,152904,87218,33111,--,--,30891,40937,43333,36022,--,141832,89608,148128,63688
E016  Siddaganga Institute of Technology  Tumkur,CH Chemical,55458,117315,139505,49736,95199,88525,50812,--,--,42329,--,90232,41783,120731,--,41136,63247,43467,69026,204504,96306,82381,--,--
E016  Siddaganga Institute of Technology  Tumkur,CS Computers,3293,--,9484,6284,9531,6672,5094,--,15862,3525,--,--,3527,--,6549,3248,5333,6044,20136,25332,22176,10235,--,22544
E016  Siddaganga Institute of Technology  Tumkur,EC Electronics,12288,--,19309,10369,19557,11447,13618,--,20701,7849,--,14693,7926,--,10060,7732,13543,9949,31844,57884,36969,14346,61990,51263
E016  Siddaganga Institute of Technology  Tumkur,EE Electrical,21233,--,49332,20113,--,29807,22274,119073,--,18762,--,24919,17491,28233,--,17019,27704,24674,37615,117212,54431,26301,--,--
E016  Siddaganga Institute of Technology  Tumkur,EI Elec. Inst.Engg,34461,--,61885,32150,88669,43734,23808,89729,55978,23767,--,--,23521,--,--,23416,64058,31587,57971,--,115072,81512,--,--
E016  Siddaganga Institute of Technology  Tumkur,ET Elec.Telecommn. Engg.,23984,--,--,24519,--,34629,20290,--,--,17917,40318,22573,18556,--,27919,17765,29001,18589,44971,65613,98437,75176,--,--
E016  Siddaganga Institute of Technology  Tumkur,IE Info.Science,7583,--,14482,7083,--,9846,11483,--,26011,4888,--,9186,4512,--,9434,4354,10087,7400,24829,31316,31158,13389,73711,34844
E016  Siddaganga Institute of Technology  Tumkur,IM Ind. Engg.Mgmt.,59906,257779,--,75768,--,112741,86005,--,--,53002,143245,90943,51632,--,--,50966,86024,62496,111118,--,191003,53468,180053,--
E016  Siddaganga Institute of Technology  Tumkur,ME Mechanical,59918,--,--,79715,103936,105802,92243,--,104314,44728,79241,--,52229,--,72358,41909,55568,71075,87955,93040,97779,52044,--,232678
E017  Sri Siddartha Institute of Technology  Tumkur,AI ArtificialIntelligence,43628,--,57781,44950,--,54858,35435,--,--,41768,63394,--,34848,--,--,32925,34417,33449,74262,--,119081,67112,--,--
E017  Sri Siddartha Institute of Technology  Tumkur,BM Bio Medical,--,181299,--,80732,--,--,--,--,--,--,--,--,--,113666,--,73479,--,76779,121300,--,--,204361,--,--
E017  Sri Siddartha Institute of Technology  Tumkur,CE Civil,140898,156791,--,123316,--,155465,131976,--,--,120936,--,143515,126231,--,--,105064,124975,119464,135986,--,169902,110164,--,128566
E017  Sri Siddartha Institute of Technology  Tumkur,CS Computers,31307,--,35240,31093,34100,33300,28545,--,34248,25650,--,34562,25876,40738,31025,22772,29376,27773,47005,69172,57505,26633,--,63665
E017  Sri Siddartha Institute of Technology  Tumkur,CY CS- CyberSecurity,65176,--,95278,55731,--,--,49321,--,--,48317,102108,--,52821,--,--,45011,60505,52114,117839,--,133795,83679,--,--
E017  Sri Siddartha Institute of Technology  Tumkur,DS Comp. Sc. Engg-Data Sc.,50043,--,66492,43406,--,58955,47994,--,98980,49512,--,--,43156,35833,--,35824,54002,44477,83173,--,201842,57350,--,--
E017  Sri Siddartha Institute of Technology  Tumkur,EC Electronics,52817,--,113261,48358,64553,52429,45193,--,--,44447,--,--,45822,--,54959,42485,45145,48591,90796,118083,105492,45314,--,134226
E017  Sri Siddartha Institute of Technology  Tumkur,EE Electrical,85191,--,--,93462,--,98488,90223,--,--,82680,--,93785,78181,--,94569,76258,80555,89623,105516,150559,133570,101873,--,171304
E017  Sri Siddartha Institute of Technology  Tumkur,ET Elec.Telecommn. Engg.,97543,--,168599,78044,--,89355,86838,--,157066,70696,--,100518,69494,--,--,69069,93292,76911,126564,--,130617,91059,--,--
E017  Sri Siddartha Institute of Technology  Tumkur,IE Info.Science,40404,--,55436,37657,48116,45780,34576,--,85298,34437,--,--,34119,--,42894,33678,38651,40054,72978,92920,81854,39795,211935,157498
E017  Sri Siddartha Institute of Technology  Tumkur,ME Mechanical,--,--,--,115738,--,176665,131999,--,--,119180,--,--,125824,--,--,112683,180980,120687,192082,--,201872,208861,--,--
E017  Sri Siddartha Institute of Technology  Tumkur,RI Robotics and AI,80695,--,--,76467,--,--,90160,--,--,65919,--,96868,64813,104298,--,56025,--,81493,164061,--,169619,111769,--,--
E018  Kalpatharu Institute of Technology  Tiptur,AI ArtificialIntelligence,77299,--,106781,68927,84611,90234,65638,--,113988,78342,--,--,65025,--,--,63362,83851,69412,120535,--,152638,117793,--,--
E018  Kalpatharu Institute of Technology  Tiptur,CE Civil,126120,--,--,158357,--,200968,158440,--,--,122696,--,--,125334,--,--,116111,121181,129464,162457,--,163126,173654,244414,--
E018  Kalpatharu Institute of Technology  Tiptur,CS Computers,41804,--,--,44782,58248,50008,40419,--,88109,38060,--,--,41998,--,44765,37832,43229,43522,71521,92242,78427,48206,--,69468
E018  Kalpatharu Institute of Technology  Tiptur,EC Electronics,76351,--,112373,78413,114913,87589,81566,--,167519,71563,91129,--,71117,--,83300,70063,74728,76944,119085,167396,151322,84190,--,162565
E018  Kalpatharu Institute of Technology  Tiptur,IE Info.Science,54716,--,--,55898,59589,63644,71033,--,--,53764,--,55502,53746,69239,--,52934,59017,55128,80409,--,178728,59800,--,69384
E018  Kalpatharu Institute of Technology  Tiptur,ME Mechanical,175272,--,--,197506,--,--,222330,--,--,--,--,201619,175005,221861,--,156885,--,185041,240243,--,--,256300,--,--
E021  Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,CE Civil,36026,--,156355,39254,90278,54173,41565,242263,42098,28020,--,75021,36826,94537,--,27875,40929,35125,33046,73094,37482,34366,--,202525
E021  Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,CS Computers,2073,--,5968,2716,3144,3664,2799,12625,--,1485,--,--,1197,5248,2935,1064,2433,2427,8590,25164,13522,1968,25565,8354
E021  Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,EC Electronics,4265,--,9381,5860,8178,10089,5212,22979,--,3508,16374,7802,3781,14542,9461,3022,7693,6770,16470,26375,20137,8752,25841,16716
E021  Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,EE Electrical,19233,61288,--,17592,56100,25059,19201,--,45444,16571,--,21951,17509,--,24571,14618,24357,18613,39504,55165,46157,20712,--,53163
E021  Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,EI Elec. Inst.Engg,31631,--,49943,35481,--,43661,35378,--,155804,22461,--,--,23594,--,36799,21397,34375,28872,57767,146052,124696,36410,143302,--
E021  Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,"EL Electronics,Instr. Tech.",22276,--,--,26499,39984,55677,35903,--,176299,20454,--,52013,24879,120270,97607,18603,36634,36866,77962,106330,87546,32725,--,120735
E021  Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,EN Environmental,76888,102302,159442,92613,--,99954,62761,--,--,57461,--,124684,68265,--,95079,53490,68086,78588,88226,129069,101969,74780,--,214971
E021  Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,IP Ind.Prodn.,91557,--,130664,91716,92279,132454,81128,--,135994,73166,--,116761,74297,--,179636,66756,88041,92714,120662,174995,148647,73116,--,--
E021  Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,ME Mechanical,39083,--,88153,36663,74924,51493,29331,121585,95223,32696,--,56875,33572,--,--,28015,41979,45421,54017,115531,93560,36374,--,55696
E021  Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,PT Polymer Tech.,97439,--,--,103101,--,139603,99457,--,--,92888,159796,--,92853,--,151858,87292,91810,95710,142710,--,172909,93441,--,--
E022  The National Institute of Engineering(SOUTH CAMPUS)  Mysore,CE Civil,47100,--,68992,54790,75241,88375,55106,--,123318,39732,--,88877,46475,89973,73097,36488,55572,54536,57678,73003,71048,44693,155321,181358
E022  The National Institute of Engineering(SOUTH CAMPUS)  Mysore,EC Electronics,7298,25062,14883,6924,18091,10702,12035,--,26999,4708,--,8322,4858,--,10677,4547,14392,8022,25035,63067,31418,15407,--,57649
E022  The National Institute of Engineering(SOUTH CAMPUS)  Mysore,ME Mechanical,40601,--,71290,45342,70769,67171,46849,--,--,35872,--,52524,39418,62291,69137,34684,51551,47486,59877,68934,119070,60838,--,92140
E023  P E S College of Engineering  Mandya,AU Automobile,95043,--,--,100033,--,138649,83879,--,--,82010,--,196374,85021,--,--,74271,86966,117932,121902,--,163535,122354,--,--
E023  P E S College of Engineering  Mandya,CE Civil,79252,--,160692,77437,90227,115618,62451,--,--,58661,--,138235,73386,--,75449,56784,70393,66712,70457,92327,85947,67359,--,196452
E023  P E S College of Engineering  Mandya,EC Electronics,25401,--,--,23068,27064,23458,26686,87159,43805,17502,--,--,17484,29058,--,16383,23129,19741,41769,79166,59679,18785,--,104709
E023  P E S College of Engineering  Mandya,EE Electrical,39740,89281,92626,33028,--,39129,28890,--,--,27138,--,--,26005,--,--,25519,28936,30989,50940,--,76490,29336,87530,--
E023  P E S College of Engineering  Mandya,IP Ind.Prodn.,112285,--,--,129585,--,136092,122336,--,--,90671,--,--,90853,--,--,90291,105598,121434,134983,--,158655,98117,--,--
E023  P E S College of Engineering  Mandya,ME Mechanical,137707,156210,141789,138423,152739,154241,116514,--,163613,91705,--,119757,100803,--,127794,88495,102613,114937,137826,169330,162077,93895,254840,217671
E024  Malnad College of Engineering  Hassan,CE Civil,83419,--,--,77639,159852,97363,76847,--,--,58961,--,82712,62827,142226,136633,57828,63536,77670,78906,79807,84004,71226,--,215362
E024  Malnad College of Engineering  Hassan,EC Electronics,25623,--,52730,24229,--,27776,26424,88509,--,19143,--,23552,21019,31082,--,18724,27394,23530,48680,--,67395,22903,--,42766
E024  Malnad College of Engineering  Hassan,EE Electrical,63080,76986,--,43105,73711,52276,42605,73140,66822,34313,--,--,40170,--,61488,34191,51891,45804,80042,153516,83886,41636,--,94645
E024  Malnad College of Engineering  Hassan,ME Mechanical,145909,--,237349,138832,160198,142319,166603,--,268524,103884,--,142284,123427,--,136888,101884,141726,130436,165600,216425,236350,140026,--,--
E028  Tontadarya College of Engineering  Gadag,CD Computer Sc.and Design,72543,--,--,66263,129202,76229,59995,--,--,88143,--,--,57031,84405,--,55932,85443,66772,104000,--,128974,91767,--,--
E028  Tontadarya College of Engineering  Gadag,CE Civil,140663,--,228129,135579,139063,142012,92086,--,--,147845,214129,--,92075,--,--,92053,--,116280,137461,--,176205,157763,--,--
E028  Tontadarya College of Engineering  Gadag,CS Computers,57066,--,--,39504,--,55946,52248,--,--,41972,--,51616,32214,--,52122,31511,41061,43519,68509,101855,100287,66756,--,77509
E028  Tontadarya College of Engineering  Gadag,EA AgricultureEngineering,89626,--,--,50442,--,--,105280,--,--,134776,--,90370,47145,--,--,46689,50586,66325,60247,--,--,52031,--,77820
E028  Tontadarya College of Engineering  Gadag,EC Electronics,62051,--,--,62546,--,64941,59718,78088,--,62170,--,--,56413,--,--,54777,57418,61868,110331,--,116240,112095,107563,--
E028  Tontadarya College of Engineering  Gadag,EE Electrical,--,171133,146568,87509,141072,--,93550,--,184917,97586,--,--,93366,--,--,81588,--,91943,131048,--,--,104373,--,--
E028  Tontadarya College of Engineering  Gadag,ME Mechanical,--,--,--,182699,--,--,--,--,--,--,--,--,188325,--,--,166049,--,186003,235399,--,--,249206,--,--
E029  Maratha Mandal Engineering College  Belgaum,CS Computers,60620,--,60842,52611,86829,57534,44913,--,--,55934,--,--,43448,--,--,41557,44300,45540,59958,88021,84031,65631,--,115579
E029  Maratha Mandal Engineering College  Belgaum,EC Electronics,79062,98243,--,70649,--,110550,66498,136629,--,72945,--,83613,61934,--,69935,61091,63976,63682,85423,98027,165160,107889,197722,233336
E029  Maratha Mandal Engineering College  Belgaum,ME Mechanical,212957,--,--,195772,--,--,170476,--,--,188439,--,237488,177304,--,201104,162381,165223,173797,249643,--,--,--,--,--
E029  Maratha Mandal Engineering College  Belgaum,RI Robotics and AI,139431,--,128931,66269,130669,--,82231,--,--,115308,--,--,97939,--,122904,65384,98180,69964,89980,--,--,95550,--,--
E031  Basaveshwara Engineering College  Bagalkot,CE Civil,67317,--,167694,59726,59740,68231,74171,--,--,65047,--,--,48800,--,63041,48293,53452,58436,70239,70664,85804,66336,--,161971
E031  Basaveshwara Engineering College  Bagalkot,CS Computers,17929,--,--,16218,--,17530,17117,43525,25723,15194,--,21733,14766,16103,17700,14343,14976,16547,26838,42843,36453,22169,29943,57717
E031  Basaveshwara Engineering College  Bagalkot,EC Electronics,25133,40309,26503,24335,25022,26713,30183,37821,41859,23598,--,26619,22012,27284,27624,21385,21942,22218,50221,53669,56302,30657,--,102241
E031  Basaveshwara Engineering College  Bagalkot,EE Electrical,47085,127537,73680,42239,--,45165,50306,121031,80006,36455,72755,--,43163,55904,--,35790,39415,41119,76932,152537,85195,48244,--,153967
